Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
442762,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.","6460 MT. MORIAH EXT, SUITE 101",MEMPHIS,TN,NA,Profit,Yes,FRESENIUS MEDICAL CARE,25,Not Available,0,1,0,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,1,1,0,Not Available,Not Available
452633,BAY AREA DIALYSIS SINTON,222 E SINTON BLVD,SINTON,TX,SAN PATRICIO,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,69,102,107,As Expected,As Expected,As Expected,76,79,321,As Expected,As Expected,108,108,0,As Expected,As Expected
452635,DAVITA MAINLAND DIALYSIS,4201 GULF FREEWAY,LA MARQUE,TX,GALVESTON,Profit,Yes,DAVITA,24,As Expected,71,94,99,As Expected,As Expected,As Expected,80,136,360,As Expected,As Expected,98,98,0,As Expected,As Expected
452636,SOUTH TEXAS DIALYSIS CENTER,1615 E EXPY 83,MISSION,TX,HIDALGO,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,109,136,144,As Expected,As Expected,As Expected,121,120,498,As Expected,As Expected,142,142,0,As Expected,As Expected
442587,DAVITA WILLIAMSON COUNTY DIALYSIS,3983 CAROTHERS PKWY,FRANKLIN,TN,WILLIAMSON,Profit,Yes,DAVITA,9,As Expected,27,46,46,Worse than Expected,As Expected,As Expected,31,51,134,As Expected,As Expected,35,35,0,Not Available,As Expected
442589,DCI SEVIERVILLE,765 SUNRISE CIRCLE,SEVIERVILLE,TN,SEVIER,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",16,Worse than Expected,26,41,47,As Expected,As Expected,As Expected,32,43,147,As Expected,As Expected,47,47,0,Not Available,As Expected
402506,FMC SAN GERMAN DIALYSIS CENTER,CARR # 2 KM 173.4,SAN GERMAN,PR,SAN GERMAN,Profit,Yes,FRESENIUS MEDICAL CARE,25,Worse than Expected,91,159,167,As Expected,As Expected,Worse than Expected,102,125,392,Better than Expected,As Expected,168,168,0,As Expected,As Expected
402507,FMC CAROLINA DIALYSIS CENTER,LOTE 30 CALLE B,CAROLINA,PR,CAROLINA,Profit,Yes,FRESENIUS MEDICAL CARE,47,Worse than Expected,165,268,288,Worse than Expected,As Expected,Worse than Expected,187,214,621,Better than Expected,Worse than Expected,286,286,0,Worse than Expected,Worse than Expected
402508,FMC ARECIBO DIALYSIS CENTER,1072 AVENUE MIRAMAR,ARECIBO,PR,ARECIBO,Profit,Yes,FRESENIUS MEDICAL CARE,28,Worse than Expected,107,168,178,Worse than Expected,As Expected,Worse than Expected,117,165,444,As Expected,As Expected,158,158,0,As Expected,As Expected
422575,RAI CARE CENTERS CHARLESTON,2080 CHARLIE HALL BLVD,CHARLESTON,SC,CHARLESTON,Profit,Yes,FRESENIUS MEDICAL CARE,26,As Expected,120,156,163,As Expected,As Expected,As Expected,141,117,573,As Expected,As Expected,125,125,0,As Expected,As Expected
422676,"BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA, INC.",1465 PAMPLICO HIGHWAY,FLORENCE,SC,NA,Profit,Yes,FRESENIUS MEDICAL CARE,1,As Expected,67,91,85,As Expected,As Expected,Not Available,73,50,73,Not Available,Worse than Expected,23,23,0,Not Available,As Expected
422677,"FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS, LLC",5301 HIGHWAY 321,GASTON,SC,NA,Profit,Yes,FRESENIUS MEDICAL CARE,21,Not Available,10,23,25,Not Available,Not Available,Not Available,17,6,17,Not Available,As Expected,25,25,0,Not Available,As Expected
422678,DAVITA CORONACA HOME DIALYSIS,3337 HIGHWAY 72-221 E,GREENWOOD,SC,NA,Profit,Yes,DAVITA,1,Not Available,3,4,0,Not Available,Not Available,Not Available,4,2,4,Not Available,Not Available,0,0,0,Not Available,Not Available
422679,"DAVITA GENESSEE DIALYSIS, LLC",5552 PLATT SPRINGS ROAD,LEXINGTON,SC,NA,Profit,Yes,DAVITA,16,Not Available,1,2,0,Not Available,Not Available,Not Available,1,1,1,Not Available,Not Available,2,2,0,Not Available,Not Available
432300,PRAIRIE LAKES HEALTHCARE SYSTEM,401 - 9TH AVE NW,WATERTOWN,SD,CODINGTON,Non-Profit,No,INDEPENDENT,8,As Expected,26,38,41,As Expected,As Expected,Better than Expected,37,41,149,As Expected,As Expected,40,40,0,Not Available,As Expected
442639,DAVITA BLOUNT DIALYSIS,714 EAST HARPER STREET,MARYVILLE,TN,BLOUNT,Profit,Yes,DAVITA,28,As Expected,82,113,120,As Expected,As Expected,As Expected,89,140,378,As Expected,As Expected,110,110,0,As Expected,As Expected
442640,DAVITA RENAL CARE OF MEMPHIS NORTH,"4913 RALEIGH COMMONS DRIVE, SUITE 100",MEMPHIS,TN,SHELBY,Profit,Yes,DAVITA,17,As Expected,72,95,98,As Expected,As Expected,As Expected,79,66,312,As Expected,As Expected,97,97,0,As Expected,As Expected
442738,DAVITA MT JULIET DIALYSIS,1050 HERSCHEL DR,MOUNT JULIET,TN,WILSON,Profit,Yes,DAVITA,11,Not Available,10,19,21,As Expected,Not Available,As Expected,14,10,35,As Expected,As Expected,22,22,0,Not Available,As Expected
442739,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC",5020 ENGLISH TOWNE DR,MEMPHIS,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,19,As Expected,34,43,47,As Expected,As Expected,As Expected,36,38,88,Better than Expected,As Expected,48,48,0,Not Available,As Expected
442740,DAVITA AIRWAYS DIALYSIS,5247 AIRWAYS BLVD,MEMPHIS,TN,SHELBY,Profit,Yes,DAVITA,13,As Expected,19,33,33,As Expected,As Expected,As Expected,22,34,38,As Expected,As Expected,33,33,0,Not Available,As Expected
452637,US RENAL CARE TARRANT DIALYSIS SOUTH FORT WORTH,12201 BEAR PLAZA,BURLESON,TX,JOHNSON,Profit,Yes,"US RENAL CARE, INC.",24,As Expected,91,135,138,As Expected,As Expected,As Expected,106,170,468,As Expected,As Expected,140,140,0,As Expected,Worse than Expected
452638,BMA SOUTHEAST SAN ANTONIO,4626 E SOUTHCROSS BLVD,SAN ANTONIO,TX,BEXAR,Profit,Yes,FRESENIUS MEDICAL CARE,52,As Expected,163,236,253,As Expected,As Expected,As Expected,173,220,608,Better than Expected,Better than Expected,191,191,0,As Expected,As Expected
452761,DAVITA KATY DIALYSIS GRAND PARKWAY,403 W. GRAND PARKWAY SOUTH,KATY,TX,HARRIS,Profit,Yes,DAVITA,20,As Expected,63,83,87,As Expected,As Expected,As Expected,77,78,367,As Expected,As Expected,87,87,0,As Expected,As Expected
452762,DAVITA CYFAIR DIALYSIS CENTER,9110 JONES RD STE 110,HOUSTON,TX,HARRIS,Profit,Yes,DAVITA,16,As Expected,57,75,77,As Expected,As Expected,As Expected,63,84,333,As Expected,As Expected,78,78,0,As Expected,As Expected
452763,DAVITA RENAL CENTER OF PORT ARTHUR,3730 DRYDEN RD,PORT ARTHUR,TX,JEFFERSON,Profit,Yes,RENAL VENTURES MANAGEMENT,24,Worse than Expected,102,149,158,As Expected,As Expected,As Expected,114,128,420,As Expected,As Expected,133,133,0,As Expected,As Expected
452764,DAVITA EDINBURG RENAL CENTER,3902 S. JACKSON RD.,EDINBURG,TX,HIDALGO,Profit,Yes,DAVITA,24,As Expected,111,160,167,As Expected,As Expected,As Expected,127,167,536,As Expected,As Expected,159,159,0,As Expected,As Expected
402509,FMC GUAYAMA DIALYSIS,900 ARNALDO BRISTOL ST.,GUAYAMA,PR,GUAYAMA,Profit,Yes,FRESENIUS MEDICAL CARE,28,As Expected,84,145,151,As Expected,As Expected,Worse than Expected,91,106,376,Better than Expected,As Expected,150,150,0,Not Available,As Expected
402510,ATLANTIS RENAL CENTRE OF PONCE,917 AVE TITO CASTRO FL 1,PONCE,PR,PONCE,Profit,Yes,ATLANTIS HEALTHCARE GROUP,41,Worse than Expected,172,267,287,Worse than Expected,Worse than Expected,Worse than Expected,183,286,785,Better than Expected,Worse than Expected,250,250,0,Worse than Expected,As Expected
402513,FMC AGUADILLA DIALYSIS CENTER,CARR 459 KM 0.7 BO CAMASEYES,AGUADILLA,PR,AGUADILLA,Profit,Yes,FRESENIUS MEDICAL CARE,24,Worse than Expected,127,202,210,As Expected,As Expected,Worse than Expected,139,169,499,As Expected,Worse than Expected,167,167,0,As Expected,As Expected
422545,FMC MARION,109 MERRITT CT,MARION,SC,MARION,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,98,133,137,As Expected,As Expected,As Expected,116,141,490,Better than Expected,As Expected,137,137,0,As Expected,As Expected
422546,FRESENIUS MEDICAL CARE MIDTOWN,150 PARK CENTRAL DRIVE,COLUMBIA,SC,RICHLAND,Profit,Yes,FRESENIUS MEDICAL CARE,25,Worse than Expected,195,268,276,As Expected,As Expected,As Expected,209,166,712,Better than Expected,As Expected,264,264,0,Worse than Expected,As Expected
452707,DAVITA CIELO VISTA DIALYSIS,7200 GATEWAY E STE B,EL PASO,TX,EL PASO,Profit,Yes,DAVITA,20,As Expected,71,98,100,As Expected,As Expected,As Expected,77,75,344,As Expected,As Expected,87,87,0,As Expected,As Expected
452708,DAVITA CONROE DIALYSIS,233 INTERSTATE 45 NORTH,CONROE,TX,MONTGOMERY,Profit,Yes,DAVITA,16,As Expected,48,66,72,Worse than Expected,Worse than Expected,As Expected,52,92,240,As Expected,As Expected,73,73,0,As Expected,As Expected
452709,WESTMINSTER DIALYSIS,12121 WESTHEIMER  RD   STE 138,HOUSTON,TX,HARRIS,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,68,108,117,As Expected,As Expected,As Expected,82,100,328,Better than Expected,As Expected,117,117,0,As Expected,As Expected
452710,DAVITA NORTHEAST TEXAS DIALYSIS,413-B US HWY 59,ATLANTA,TX,CASS,Profit,Yes,DAVITA,13,As Expected,46,59,63,As Expected,As Expected,As Expected,53,57,197,As Expected,As Expected,62,62,0,Not Available,As Expected
452802,DAVITA RENAL CENTER OF ORANGE,280 STRICKLAND DRIVE,ORANGE,TX,ORANGE,Profit,Yes,RENAL VENTURES MANAGEMENT,16,As Expected,46,61,69,As Expected,As Expected,As Expected,55,56,171,As Expected,As Expected,70,70,0,As Expected,As Expected
442741,DIALYSIS CARE CENTER CROSSVILLE LLC,60 THE CROSSINGS,CROSSVILLE,TN,CUMBERLAND,Profit,No,INDEPENDENT,7,Worse than Expected,42,53,63,As Expected,As Expected,As Expected,49,69,78,Not Available,As Expected,19,19,0,As Expected,As Expected
442742,DAVITA FORT CAMPBELL DIALYSIS,1459 FORT CAMPBELL BLVD,CLARKSVILLE,TN,MONTGOMERY,Profit,Yes,DAVITA,13,Worse than Expected,51,86,88,As Expected,As Expected,As Expected,60,66,103,As Expected,As Expected,79,79,0,Not Available,As Expected
442743,DAVITA WOODBINE DIALYSIS,"5209 LINBAR DRIVE, SUITE 605",NASHVILLE,TN,DAVIDSON,Profit,No,NA,11,Not Available,21,28,29,As Expected,As Expected,Not Available,24,22,38,As Expected,As Expected,30,30,0,Not Available,As Expected
452604,WEST TEXAS DIALYSIS CENTER,501 BIRDWELL LANE,BIG SPRING,TX,HOWARD,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,49,65,68,As Expected,As Expected,As Expected,55,55,217,Better than Expected,As Expected,68,68,0,Not Available,As Expected
452605,DAVITA SOUTHWEST SAN ANTONIO DIALYSIS,1620 SOMERSET RD,SAN ANTONIO,TX,BEXAR,Profit,Yes,DAVITA,16,As Expected,63,89,90,As Expected,As Expected,As Expected,66,68,268,As Expected,As Expected,90,90,0,As Expected,As Expected
452609,CLEAR LAKE KIDNEY CENTER,1550 LIVE OAK,WEBSTER,TX,HARRIS,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,103,120,134,As Expected,As Expected,As Expected,118,162,522,Better than Expected,As Expected,118,118,0,As Expected,As Expected
452765,US RENAL CARE MEDINA COUNTY DIALYSIS,205 22ND STREET,HONDO,TX,MEDINA,Profit,Yes,"US RENAL CARE, INC.",13,As Expected,43,57,62,As Expected,As Expected,As Expected,46,49,175,Better than Expected,As Expected,62,62,0,Not Available,As Expected
452767,FRESENIUS MEDICAL CARE EDINBURG KIDNEY CENTER,5406 SOUTH JACKSON ROAD,EDINBURG,TX,HIDALGO,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,106,148,157,Worse than Expected,As Expected,As Expected,123,186,487,As Expected,As Expected,154,154,0,As Expected,As Expected
442661,DCI BEECH LAKE,870 W CHURCH STREET,LEXINGTON,TN,HENDERSON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",7,Worse than Expected,24,34,36,As Expected,As Expected,As Expected,29,24,109,As Expected,As Expected,37,37,0,Not Available,As Expected
442662,RCG MCMINNVILLE,1428 SPARTA STREET,MCMINNVILLE,TN,WARREN,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,34,44,49,As Expected,As Expected,As Expected,36,50,131,As Expected,As Expected,49,49,0,Not Available,As Expected
442663,MCMINNVILLE DIALYSIS CLINIC,1524 SPARTA STREET,MCMINNVILLE,TN,WARREN,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),16,As Expected,36,45,45,As Expected,As Expected,As Expected,36,31,179,As Expected,As Expected,34,34,0,Not Available,As Expected
422547,DAVITA SANTEE DIALYSIS,228 BRADFORD BLVD,SANTEE,SC,ORANGEBURG,Profit,Yes,DAVITA,24,As Expected,50,67,72,As Expected,As Expected,As Expected,54,42,226,As Expected,As Expected,72,72,0,Not Available,As Expected
422548,FMC HILTON HEAD DIALYSIS CENTER,25 HOSPITAL CENTER BLVD MEDICAL PAVILION,HILTON HEAD ISLAND,SC,BEAUFORT,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,25,41,43,As Expected,As Expected,As Expected,34,40,160,As Expected,As Expected,43,43,0,Not Available,As Expected
422549,DAVITA LANCASTER SC DIALYSIS,1100 WEST MEETING STREET,LANCASTER,SC,LANCASTER,Profit,Yes,DAVITA,31,As Expected,89,116,127,As Expected,As Expected,As Expected,99,86,406,As Expected,As Expected,118,118,0,As Expected,As Expected
422550,FRESENIUS MEDICAL CARE WEST COLUMBIA,105 SUM-MOR DRIVE,WEST COLUMBIA,SC,LEXINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,78,107,110,As Expected,As Expected,As Expected,89,84,391,Better than Expected,As Expected,113,113,0,As Expected,As Expected
422658,FRESENIUS MEDICAL CARE LOW COUNTRY HOME DIALYSIS,1980 N MAIN ST,SUMMERVILLE,SC,DORCHESTER,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,35,45,46,As Expected,As Expected,As Expected,39,31,118,Not Available,Not Available,9,9,0,Not Available,Better than Expected
452803,DAVITA HENDERSON DIALYSIS CENTER,1002 HWY 79 NORTH,HENDERSON,TX,RUSK,Profit,Yes,DAVITA,12,As Expected,41,62,65,As Expected,As Expected,As Expected,51,36,217,Better than Expected,As Expected,66,66,0,As Expected,As Expected
452804,KIDNEY TREATMENT CENTER EAST,1608  SOUTH NEW BRAUNFELS,SAN ANTONIO,TX,BEXAR,Profit,No,INDEPENDENT,24,Not Available,10,19,20,As Expected,Not Available,Worse than Expected,11,10,65,As Expected,As Expected,20,20,0,Not Available,As Expected
452805,FRESENIUS MEDICAL CARE GRANBURY LLC,1030 E. HWY. 377,GRANBURY,TX,HOOD,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,88,110,122,As Expected,As Expected,As Expected,101,99,322,As Expected,As Expected,115,115,0,As Expected,As Expected
452806,TEMPLE KIDNEY CENTER,2915 SAULSBURY,TEMPLE,TX,BELL,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,40,66,72,As Expected,As Expected,As Expected,48,48,138,Better than Expected,As Expected,73,73,0,Not Available,As Expected
452808,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC",1301 S MARTIN LUTHER KING DR,ORANGE,TX,ORANGE,Profit,Yes,FRESENIUS MEDICAL CARE,9,Worse than Expected,35,52,56,As Expected,As Expected,As Expected,40,60,176,As Expected,As Expected,54,54,0,Not Available,As Expected
452610,FRESENIUS MEDICAL CARE BELLMEAD,1803 N DEVELOPMENT BLVD,BELLMEAD,TX,MCLENNAN,Profit,Yes,FRESENIUS MEDICAL CARE,28,As Expected,86,115,120,As Expected,As Expected,As Expected,93,86,393,As Expected,As Expected,120,120,0,As Expected,As Expected
452611,PALESTINE DIAYSIS CENTER,2260  SOUTH SYCAMORE STREET,PALESTINE,TX,ANDERSON,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,80,110,117,As Expected,As Expected,As Expected,92,90,399,As Expected,As Expected,117,117,0,As Expected,As Expected
452612,DAVITA SAGEMONT DIALYSIS,1823 BROADWAY ST,PEARLAND,TX,HARRIS,Profit,Yes,DAVITA,17,As Expected,34,41,45,As Expected,As Expected,As Expected,39,50,135,As Expected,As Expected,46,46,0,Not Available,As Expected
452739,FMC NORTH BUCKNER DIALYSIS CENTER,3650 N BUCKNER BLVD 108,DALLAS,TX,DALLAS,Profit,Yes,FRESENIUS MEDICAL CARE,26,As Expected,121,170,179,As Expected,As Expected,As Expected,138,143,593,Better than Expected,As Expected,128,128,0,As Expected,As Expected
452740,DAVITA PEARSALL DIALYSIS,1305 N OAK ST,PEARSALL,TX,FRIO,Profit,Yes,DAVITA,12,As Expected,48,61,63,As Expected,As Expected,Worse than Expected,53,35,224,As Expected,As Expected,62,62,0,As Expected,As Expected
442664,RCG WINCHESTER,359 OLD MILL ROAD,WINCHESTER,TN,FRANKLIN,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,35,58,59,As Expected,As Expected,As Expected,40,32,174,As Expected,As Expected,59,59,0,Not Available,As Expected
442665,MANCHESTER DIALYSIS CLINIC,367 INTERSTATE DRIVE,MANCHESTER,TN,COFFEE,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),16,As Expected,46,55,56,As Expected,As Expected,As Expected,49,33,180,As Expected,As Expected,56,56,0,Not Available,As Expected
442666,DAVITA TENNESSEE VALLEY DIALYSIS CENTER,107 WOODLAWN DR,JOHNSON CITY,TN,WASHINGTON,Profit,Yes,DAVITA,16,As Expected,52,94,104,As Expected,As Expected,As Expected,59,92,237,As Expected,As Expected,105,105,0,As Expected,As Expected
442763,DIALYSIS CLINIC INC,5653 FRIST BLVD STE 334,HERMITAGE,TN,NA,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",10,Not Available,0,0,0,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,0,0,0,Not Available,Not Available
442900,DIALYSIS CLINIC INC. (CAMP OKAWEHNA),ROUTE 1 LICK CREEK ROAD,LYLES,TN,HICKMAN,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",8,Not Available,0,0,0,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,0,0,0,Not Available,Not Available
452303,UNIV OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BLVD,GALVESTON,TX,GALVESTON,Non-Profit,No,STATE OWNED,3,As Expected,17,25,25,As Expected,As Expected,As Expected,21,15,72,Not Available,Better than Expected,12,12,0,Not Available,As Expected
422659,FRESENIUS MEDICAL CARE AIKEN,690 MEDICAL PARK DR,AIKEN,SC,HARTFORD,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,24,50,51,As Expected,As Expected,As Expected,30,30,84,As Expected,As Expected,47,47,0,As Expected,As Expected
422660,DSI TRAVELERS REST DIALYSIS,36 S MAIN ST,TRAVELERS REST,SC,ANNE ARUNDEL,Profit,Yes,"US RENAL CARE, INC.",13,As Expected,41,54,55,As Expected,As Expected,As Expected,44,63,136,As Expected,As Expected,56,56,0,Not Available,As Expected
422661,DAVITA CYPRESS GARDENS DIALYSIS,418 BROAD STREET,SUMTER,SC,SUMTER,Profit,Yes,DAVITA,20,As Expected,50,71,78,As Expected,As Expected,As Expected,56,54,189,As Expected,As Expected,76,76,0,As Expected,As Expected
422662,CLINTON DIALYSIS CLINIC,103 AB JACKS RD,CLINTON,SC,BALTIMORE,Profit,Yes,AMERICAN RENAL ASSOCIATES,20,As Expected,33,64,68,As Expected,As Expected,As Expected,51,53,167,As Expected,As Expected,58,58,0,As Expected,As Expected
442591,FMC GRACELAND,1200 FARROW STREET,MEMPHIS,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,34,As Expected,81,128,129,As Expected,As Expected,As Expected,95,105,395,As Expected,As Expected,128,128,0,Worse than Expected,As Expected
452809,US RENAL CARE WEST EL PASO DIALYSIS,3100 N STANTON,EL PASO,TX,EL PASO,Profit,Yes,"US RENAL CARE, INC.",16,As Expected,28,47,47,As Expected,As Expected,As Expected,34,42,164,As Expected,As Expected,48,48,0,As Expected,As Expected
442719,"KIDNEY CENTER OF MISSIONARY RIDGE, LLC",3810 BRAINERD ROAD,CHATTANOOGA,TN,HAMILTON,Profit,Yes,"KIDNEY CENTER, INC.",71,As Expected,173,238,242,Better than Expected,As Expected,Better than Expected,189,133,690,As Expected,As Expected,185,185,0,Better than Expected,As Expected
442720,"FRESENIUS MEDICAL CARE BARTLETT HOME, LLC","1533 BONNIE LANE, SUITE 101",CORDOVA,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,58,94,102,As Expected,As Expected,As Expected,68,51,255,Not Available,As Expected,26,26,0,As Expected,As Expected
442721,DAVITA CAMPBELL STATION DIALYSIS,111 S CAMPBELL STATION RD,KNOXVILLE,TN,KNOX,Profit,Yes,DAVITA,13,As Expected,28,34,41,As Expected,As Expected,Worse than Expected,33,33,99,As Expected,As Expected,31,31,0,Not Available,As Expected
442722,DSI MEMPHIS LLC,4711 NEELY ROAD,MEMPHIS,TN,SHELBY,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),13,As Expected,45,68,68,As Expected,As Expected,As Expected,56,52,175,As Expected,As Expected,65,65,0,As Expected,As Expected
442723,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",2519 E MAGNOLIA AVE,KNOXVILLE,TN,KNOX,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,41,55,58,As Expected,As Expected,As Expected,48,54,164,As Expected,As Expected,59,59,0,Not Available,As Expected
452741,DAVITA LOMA VISTA DIALYSIS CENTER,1382A LOMALAND DR,EL PASO,TX,EL PASO,Profit,Yes,DAVITA,53,As Expected,276,408,424,As Expected,As Expected,As Expected,307,306,1318,As Expected,As Expected,337,337,0,As Expected,As Expected
452742,DAVITA BEEVILLE RENAL CENTER,1905 NW FRONTAGE RD,BEEVILLE,TX,BEE,Profit,Yes,DAVITA,21,As Expected,61,77,79,As Expected,As Expected,As Expected,69,59,275,As Expected,As Expected,77,77,0,As Expected,As Expected
452743,DAVITA TOMBALL DIALYSIS CENTER,27720 A TOMBALL PKY,TOMBALL,TX,HARRIS,Profit,Yes,DAVITA,25,As Expected,78,116,119,As Expected,As Expected,As Expected,93,137,421,As Expected,As Expected,120,120,0,As Expected,As Expected
452744,DAVITA LONGVIEW DIALYSIS CENTER,3110 H G MOSLEY PKWY,LONGVIEW,TX,GREGG,Profit,Yes,DAVITA,36,Worse than Expected,218,298,308,As Expected,As Expected,As Expected,242,240,899,Worse than Expected,As Expected,200,200,0,As Expected,As Expected
442642,DIALYSIS ASSOC. OF EAST NASHVILLE,1001 RIVERSIDE DRIVE,NASHVILLE,TN,DAVIDSON,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,40,60,63,As Expected,As Expected,As Expected,44,53,170,As Expected,As Expected,63,63,0,Not Available,As Expected
452309,CHILDREN'S MEMORIAL HERMANN DIALYSIS CENTER,6411 FANNIN ST,HOUSTON,TX,HARRIS,Non-Profit,Yes,MEMORIAL HERMANN HEALTHCARE SYSTEM,7,Not Available,1,0,0,As Expected,Not Available,Not Available,9,2,51,As Expected,Not Available,0,0,16,Not Available,As Expected
452333,TEXAS CHILDRENS HOSPITAL DIALYSIS UNIT,6621 FANNIN STE WT 8-100,HOUSTON,TX,HARRIS,Non-Profit,No,INDEPENDENT,14,Not Available,5,6,6,As Expected,Better than Expected,Not Available,19,17,79,As Expected,Not Available,4,4,28,As Expected,Better than Expected
452344,CHILDRENS MEDICAL CENTER DIALYSIS UNIT,1935 MEDICAL DISTRICT DRIVE,DALLAS,TX,DALLAS,Non-Profit,No,INDEPENDENT,19,Not Available,5,14,16,As Expected,As Expected,As Expected,28,40,111,As Expected,As Expected,12,12,32,As Expected,As Expected
452358,COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT,801 SEVENTH AVE,FORT WORTH,TX,TARRANT,Non-Profit,No,INDEPENDENT,8,Not Available,2,2,2,As Expected,As Expected,Not Available,33,31,115,Worse than Expected,Not Available,0,0,25,Worse than Expected,As Expected
